101	18392	3	13.78
696	166	25	153.19
186	4054	3	20.35
251	1439	7	50.81
3346	104	5	10.83
370	895	4	24.61
15174	14	3	10.6
368	157	4	4.27
1068	7	5	10.42
133	409	6	6.77
1627	122	12	58.46
12	1056	19	26.75
101	677	69	132.07
602	120	8	13.94
932	258	7	44.36
5604	12	3	5.09
962	1872	3	29.11
3010	412	6	61.5
104	7590	3	9.81
3457	145	5	30.43
423	750	8	59.49
7	8833	3	18.78
195	3112	3	18.72
129	3974	7	45.41
666	16	4	5.32
2682	116	8	36.38
102	23513	3	22.25
2474	14	13	18.51
1456	105	8	11.2
3145	124	3	11.41
126	403	7	6.33
757	416	4	24.05
3318	107	9	32.78
281	192	7	14.74
1547	547	3	23.5
219	172	26	81.73
18546	3212	3	59
158	872	10	46.27
3827	109	6	22.88
1544	159	11	68.14
7	11620	7	73.71
870	928	4	33.44
101	3686	5	4.77
2747	3641	21	400.91
104	2198	13	38.69
2748	2461	19	330.8
128	505	13	33.76
1852	2259	6	79.06
4923	273	10	118.31
5435	114	3	12.27
101	1298	40	96.81
2596	116	5	17.58
426	2501	3	25.14
101	6011	4	6.55
1093	398	4	27.16
102	4709	3	4.99
3015	111	3	6.87
2402	345	8	78.03
123	857	12	41.11
104	18330	4	31.27
151	1323	6	25.71
2836	14	8	7.61
3437	342	3	25.85
1071	437	20	207.5
2817	109	4	9.25
2	3543	7	26.06
199	129	24	28.54
1264	258	5	32.04
104	8687	6	31.95
981	105	9	8.05
102	8919	6	29.59
1393	243	4	23.43
1943	157	3	12.23
5384	134	3	17.43
176	513	4	8.76
114	2947	3	7.95
9799	14	3	6.35
2493	252	10	94
4800	107	3	7.1
205	4118	4	31.33
3814	14	6	6.4
135	122	31	3.98
2107	872	5	54.08
349	931	3	16.45
351	5157	3	29.37
713	164	3	6.14
2423	1492	25	407.27
117	1028	5	8.86
149	1613	3	9.87
618	3446	4	42.9
115	1618	3	4.12
816	1827	3	27.56
7	3040	3	10.24
301	770	3	13.62
1075	127	22	120.81
2069	136	5	22.37
1282	112	5	7.32
292	1386	6	43.77
168	627	8	30.12
111	1623	32	177.82
14398	4949	3	60.27
2491	12	7	9.7
3512	14	6	5.32
449	105	15	4.67
495	469	4	20.35
789	279	4	20.1
151	3206	4	22.58
219	608	3	8.64
5940	12	4	9.72
101	8239	10	49.97
102	6983	7	31.58
8415	14	4	9.2
5884	145	3	19.25
1242	2843	3	34.28
637	108	45	142.16
101	3229	10	18.57
197	3273	6	47.43
3674	12	5	8.3
102	1075	11	10.25
114	15082	5	48.7
105	2264	6	10.88
104	2404	4	4.35
284	139	32	108.47
19572	103	3	18.64
113	8605	5	33.43
102	4254	3	4.42
1571	294	4	27.16
127	3853	4	20.39
4274	116	7	38.6
11724	105	3	14.73
663	205	6	24.69
1036	772	3	23.31
591	1508	5	44.93
104	19075	4	31.27
156	3697	15	139.17
3187	12	4	4.14
3628	107	4	9.01
868	19970	3	53.84
1993	113	4	8.87
9145	14	3	5.71
101	2598	30	113.09
935	1450	3	26.99
5535	145	3	18.92
551	108	69	252.51
902	786	6	53.01
2469	311	4	32.35
104	8049	9	56.99
102	5668	6	20.76
579	103	114	463.5
2631	14	13	20.7
101	4413	7	13.49
8127	1087	4	58.95
4380	14	7	11.36
166	2015	5	27.16
224	305	6	15.57
105	3427	3	4.55
22327	103	3	23.1
4108	1176	3	36.89
