19167	14	4	7.79
101	33331	4	12.87
2662	121	3	5.05
4934	115	3	6.45
12	17998	6	16.58
11302	103	4	7.93
9248	101	17	46.34
4263	111	3	3.84
104	18624	6	28.53
42750	101	4	17.16
3520	110	4	5.45
425	1699	4	27.34
903	1914	3	24
6010	123	3	10.03
3134	213	7	51.62
120	5442	12	68
109	10471	4	13.91
2233	11263	3	41.37
690	4505	3	28.05
18325	111	3	13.26
2291	101	38	47.16
15207	111	3	11.86
12297	14	4	3.98
3966	22047	6	110.53
7	265	446	3680.35
1619	122	5	8.74
1107	424	5	32.36
30988	14	5	19.81
169	12228	4	34.44
4568	101	12	7.22
12	6621	17	41.18
43944	106	4	29.84
418	579	3	12.73
8112	127	3	14
117	10563	5	24.47
1083	125	5	6.63
19378	14	3	4.26
101	4228	37	91.72
8	32	5	33.57
1435	14	59	95.75
101	6716	19	40.72
284	4745	7	63.21
102	7824	14	44.33
103	3235	10	11.38
16206	12	4	6.8
664	908	3	18.17
191	226	33	148.68
177	7511	3	20.82
180	8163	3	21.42
8827	102	7	14.38
101	39198	4	14.66
12	37448	3	10.37
208	4561	6	46.54
456	2546	6	51.77
21465	8	3	14.54
15331	264	8	97.73
124	645	16	39.7
3719	116	4	8.52
17151	107	3	10.71
123	3983	12	62.77
4291	101	25	42.05
2	55610	3	30.31
904	893	4	28.6
7163	49667	4	91.02
18873	14	4	7.79
584	125	20	54.09
1601	2	5	10.89
26200	103	3	10.41
102	21758	9	46.88
4929	4840	4	55.99
28240	101	3	5.86
518	17	3	4.36
106	12232	9	45.23
5376	140	3	14.79
20643	14	3	4.62
178	129	350	2024.03
12643	103	3	5.02
180	2880	5	29.21
123	2564	15	70.81
7873	14	8	10.37
39773	14	3	10.04
6482	114	3	7.97
102	54733	3	16.46
106	27280	5	29.78
19887	103	3	8.28
32557	108	7	56.15
417	3183	3	22.61
102	4542	14	27.11
16821	12	4	7.22
420	421	3	10.79
105	6774	5	9.62
3986	12	12	9.79
10462	19252	4	77.32
2966	101	58	152.36
130	7748	8	55.73
7153	9	7	27.66
8178	8	7	29.41
37699	12	4	17.08
1270	252	9	59.01
105	2559	30	100.1
118	14102	3	14.39
3793	107	4	3.91
101	51387	4	22.03
5186	8350	3	44.56
5603	9291	4	63.63
101	49645	3	12.16
5356	135	4	20.58
12	1691	83	224.65
283	2704	3	18.27
109	31621	3	17.44
3821	104	19	60.08
104	2962	9	11.71
12	3398	10	3.85
9738	12	8	14.44
129	2570	32	229.28
102	50608	4	27.86
2191	157	4	17.64
112	14743	13	100.91
4682	3325	3	37.45
18632	14	6	16.83
111	27743	7	56.94
20972	14	4	8.94
982	31727	5	82.14
2104	1755	4	40.14
10320	9	4	14.81
5110	848	3	29.99
954	108	50	153.1
1742	321	9	69.73
153	206	12	18.86
337	240	3	5.28
4768	109	3	3.99
188	19418	5	53.51
7845	8	3	7.35
184	4102	4	25.08
102	19925	6	23.16
1836	143	4	13.72
780	103	24	10.91
103	35127	3	12.92
2823	101	18	8.52
164	9513	3	21.72
154	21237	10	123.75
157	20585	7	77.55
208	5204	3	19.92
22	26079	10	218.32
556	114	14	15.54
14707	12	5	9.6
108	3390	6	9.08
1818	764	12	125.03
138	3420	4	17.53
134	2924	3	9.98
734	836	23	234.98
5429	121	3	9.05
136	589	6	10.87
102	47673	3	14.29
4408	123	4	13.01
1358	13931	3	39.91
8	495	34	58.94
6898	358	3	26.52
29513	101	3	5.86
108	5865	13	52.92
110	5073	8	26.26
104	28123	3	12.95
125	57883	3	29.48
11338	103	5	12
326	4187	6	52.97
117	2043	29	138.9
264	2664	4	25.93
207	770	6	25.44
119	1284	24	93.49
23738	12	3	6.27
248	13620	4	40.95
102	14616	8	28.62
146	214	24	60.94
173	1458	3	10.47
7836	103	10	29.26
1998	103	10	4.69
3013	12	18	17.55
102	8907	24	119.99
3169	6424	12	194
118	8114	3	10.5
8291	104	3	4.09
623	26577	3	40.93
4487	116	3	5.93
118	5868	3	8.3
9	36981	3	20.38
17825	12	5	11.84
27841	20174	5	115.35
408	18516	3	34.91
12	9638	6	7.78
101	9870	7	7.87
2985	110	5	7.15
264	6977	10	105.81
16742	45	3	24.05
4921	4972	3	40.34
118	1681	10	25.87
26483	355	10	164.22
4797	110	4	7.54
13451	1021	3	38.02
567	1416	3	19.69
108	5664	37	242.04
111	5168	7	21.83
12	24787	3	6.27
111	6766	17	96.24
2957	107	6	7.07
8171	103	6	12.16
37633	101	3	8.6
120	8775	7	40.09
4785	107	6	12.06
36905	12	4	17.08
443	5720	3	26.72
3800	101	21	23.96
35880	101	3	7.49
1751	103	13	7.94
735	105	19	10.66
133	122	184	375.87
18675	103	3	7.86
25074	1950	4	65.04
107	1312	21	39.54
263	3135	3	18.7
112	33409	7	68.22
180	15042	4	37.31
134	5440	3	13.8
101	27892	6	21.99
2004	129	4	9.95
1938	293	5	32.49
101	26044	5	14.33
351	1713	3	17.27
12340	103	3	5.02
101	30502	3	6.6
108	2501	37	162.03
9265	12	14	39.84
169	19230	3	27.56
826	698	18	172.99
431	22641	6	84.8
136	1228	3	5.43
139	1041	6	17.96
110	1518	25	77.16
109	402	161	649.56
102	30932	6	32.91
11911	108	4	13.41
4617	12	10	7.72
169	7379	3	20.31
118	6953	6	27.2
112	8209	10	52.39
1418	149	4	12.83
128	12016	4	25.38
24540	12	3	6.27
116	1020	7	6.7
108	17853	3	11.5
234	105	61	21.52
13783	736	6	82.43
123	31163	3	22.87
107	32943	3	16.74
2689	215	15	129.59
144	1508	3	8.03
101	14822	4	4.12
335	792	6	33.56
101	12441	18	70.42
678	3440	4	37.27
12316	9	3	10.67
110	19244	3	13.46
104	13628	8	36.19
1314	764	3	20.94
14199	103	3	5.95
3326	111	8	19.98
2338	13	4	16.27
6239	1356	22	346.55
164	19781	5	52
7654	108	4	9.49
41913	101	5	27.54
8806	12	5	4.22
119	6236	3	9.17
2026	17	6	30.5
3111	123	5	14.93
102	11783	6	14.49
1595	14912	7	110.52
3103	32080	4	72.32
107	2275	23	70.37
1213	2691	5	51.48
1273	9	7	5.46
36362	107	7	61.12
37227	101	3	8.6
3384	170	3	15.3
136	3861	5	24.54
1135	12833	4	53.65
138	643	4	5.86
21167	103	3	8.73
197	453	11	45.98
106	303	247	866.76
205	71205	3	44.44
18314	12	3	4.19
20359	105	5	23.01
14414	164	3	24.94
107	4879	6	12.2
9801	102	6	12.18
182	8402	7	63.26
20417	19105	3	61.08
102	22325	8	40.69
110	11331	3	9.64
101	20881	5	11.27
19387	122	3	18.29
3137	101	33	52.05
212	4950	5	38.14
139	9395	8	66.4
117	24709	4	26.91
122	2748	6	18.02
23870	101	4	8.53
12	18508	4	7.68
31710	14	3	7.98
11685	106	4	12.76
123	648	106	644.45
5926	12	8	6.71
10662	108	4	12.57
1831	4029	5	59.77
955	1021	4	29.9
