1203	1
1263	2
1263	3
2353	4
25942	5
25982	6
21931	7
36089	8
32609	9
32678	10
36088	11
33575	12
15481	13
15672	14
1490	15
15673	16
20122	17
12823	18
12823	19
12758	20
5719	21
28	22
15674	23
22224	24
17472	25
22225	26
2352	27
28	28
1758	29
21929	30
28	31
22226	32
28	33
625	34
1986	35
28	36
15675	37
3926	38
28	39
28	40
28	41
1986	42
1758	43
4700	44
28	45
28	46
28	47
12611	48
28	49
625	50
28	51
28	52
28	53
28	54
2227	55
7793	56
6201	57
17308	58
1986	59
28	60
625	61
28	62
28	63
30716	64
3670	65
33393	66
25870	67
2354	68
3930	69
1758	70
15722	71
17097	72
18388	73
2353	74
17307	75
28	76
1758	77
2682	78
28	79
22128	80
6201	81
2677	82
28	83
425	84
12611	85
28	86
28	87
9805	88
5819	89
28	90
28	91
1758	92
7612	93
11424	94
2385	95
6201	96
625	97
17425	98
22864	99
2227	100
4544	101
28	102
28	103
10795	104
2385	105
3443	106
3911	107
28	108
28	109
10267	110
2171	111
1758	112
7612	113
2677	114
4544	115
28	116
28	117
625	118
28	119
28	120
28	121
17463	122
28	123
59	124
1203	125
1203	126
8678	127
6201	128
625	129
5819	130
1203	131
2677	132
1758	133
28	134
2170	135
10267	136
28	137
28	138
9862	139
28	140
28	141
28	142
28	143
3911	144
28	145
28	146
4849	147
1023	148
4544	149
7068	150
28	151
28	152
3428	153
3120	154
7828	155
28	156
28	157
28	158
28	159
625	160
21973	161
17270	162
32281	163
20480	164
33614	165
25916	166
12545	167
3670	168
3670	169
3445	170
1203	171
5839	172
5782	173
7672	174
28	175
28	176
28	177
1860	178
1758	179
12611	180
4544	181
28	182
28	183
28	184
12559	185
17978	186
28	187
3120	188
12794	189
3911	190
28	191
28	192
28	193
625	194
9073	195
2385	196
9805	197
4650	198
2171	199
1986	200
28	201
28	202
18035	203
3749	204
28	205
1758	206
5520	207
7237	208
1758	209
8191	210
5520	211
28	212
1758	213
2921	214
28	215
28	216
8767	217
12509	218
2353	219
1986	220
1758	221
1912	222
3317	223
2385	224
1860	225
3151	226
3443	227
5029	228
1986	229
1758	230
5956	231
11620	232
14211	233
2227	234
2283	235
2385	236
5919	237
28	238
28	239
3096	240
21099	241
12545	242
25683	243
3445	244
1841	245
3759	246
1750	247
24416	248
15088	249
4544	250
25606	251
2611	252
31135	253
7815	254
3749	255
21174	256
26069	257
3317	258
5212	259
13019	260
12511	261
3911	262
5964	263
3686	264
14510	265
26071	266
4544	267
35045	268
3151	269
13349	270
2385	271
18650	272
4650	273
7794	274
2385	275
1860	276
4650	277
1758	278
7612	279
2227	280
2170	281
3686	282
22031	283
7828	284
2385	285
3443	286
3686	287
2385	288
5930	289
2385	290
3317	291
28	292
625	293
28	294
625	295
34549	296
3317	297
13288	298
9987	299
2353	300
11673	301
36218	302
5956	303
3120	304
35678	305
1203	306
19964	307
2368	308
3151	309
29928	310
3151	311
11639	312
12417	313
2611	314
5005	315
2171	316
2368	317
5930	318
10627	319
8983	320
14210	321
11577	322
3555	323
26072	324
34691	325
31137	326
26073	327
5041	328
11682	329
7183	330
31001	331
1639	332
17302	333
25556	334
17347	335
1203	336
1203	337
1203	338
1203	339
1203	340
1203	341
8943	342
3753	343
2353	344
15824	345
2385	346
5029	347
3753	348
9038	349
5817	350
15094	351
8319	352
24700	353
3555	354
9024	355
22596	356
11492	357
1203	358
19963	359
15094	360
22350	361
11765	362
9914	363
5212	364
11492	365
5212	366
3555	367
5041	368
7304	369
4992	370
4544	371
6327	372
10624	373
9073	374
7254	375
15907	376
6011	377
5817	378
15772	379
11818	380
16915	381
14211	382
8319	383
9082	384
7183	385
3749	386
8305	387
4087	388
9082	389
31132	390
4319	391
26074	392
15912	393
11560	394
7237	395
4172	396
25111	397
15824	398
22036	399
15526	400
11649	401
8318	402
7254	403
5966	404
17127	405
11560	406
5041	407
19274	408
5929	409
7254	410
26075	411
8305	412
4281	413
8289	414
5937	415
4992	416
800	417
5294	418
11621	419
25073	420
5819	421
13019	422
2459	423
26076	424
5947	425
4296	426
5929	427
7244	428
28	429
26524	430
22615	431
14891	432
17340	433
1986	434
7258	435
31369	436
2171	437
8304	438
19961	439
17128	440
31002	441
14243	442
8289	443
7331	444
8289	445
2170	446
800	447
5966	448
17062	449
19965	450
4353	451
7183	452
3988	453
16005	454
5964	455
11682	456
5041	457
17086	458
8303	459
3773	460
17472	461
1558	462
5919	463
5032	464
17062	465
13260	466
7202	467
1557	468
2095	469
3773	470
7183	471
2095	472
2171	473
2590	474
5956	475
7310	476
9146	477
2282	478
2171	479
5029	480
22489	481
5029	482
1273	483
1273	484
11692	485
1860	486
2095	487
12159	488
10625	489
1273	490
11767	491
2282	492
9024	493
4336	494
10114	495
19935	496
2171	497
1273	498
7310	499
2011	500
5033	501
2473	502
4984	503
9038	504
9024	505
2482	506
26077	507
12203	508
4337	509
8318	510
2473	511
4354	512
5929	513
7306	514
2867	515
6020	516
8929	517
11644	518
4337	519
2867	520
2095	521
22734	522
20014	523
3683	524
2473	525
11492	526
1273	527
2011	528
4992	529
11682	530
3749	531
12203	532
2282	533
2282	534
27032	535
3774	536
6009	537
9109	538
3317	539
4337	540
25018	541
2473	542
5811	543
7331	544
1557	545
2011	546
11760	547
7304	548
12352	549
12417	550
1558	551
2170	552
3749	553
14245	554
21930	555
25017	556
7306	557
1557	558
3774	559
2482	560
8319	561
5937	562
5811	563
34256	564
6012	565
5003	566
16001	567
23673	568
1557	569
7627	570
24295	571
34963	572
26008	573
1557	574
2011	575
4354	576
5212	577
10626	578
7307	579
7334	580
16001	581
3317	582
14244	583
19963	584
8898	585
9510	586
25355	587
1558	588
11766	589
3761	590
2867	591
9518	592
34168	593
15523	594
1273	595
16002	596
6020	597
8898	598
25072	599
8303	600
31140	601
5811	602
7627	603
12152	604
24701	605
6012	606
4337	607
13495	608
5811	609
16689	610
3331	611
6020	612
5811	613
2728	614
4337	615
9109	616
7307	617
5811	618
8975	619
5014	620
13895	621
5256	622
9110	623
11644	624
20326	625
7254	626
12416	627
7627	628
2011	629
22021	630
5256	631
3686	632
15824	633
5014	634
4338	635
3443	636
7183	637
4984	638
5014	639
5256	640
22597	641
12152	642
15998	643
7307	644
5256	645
7334	646
4030	647
22591	648
9518	649
8305	650
11689	651
9114	652
22731	653
3683	654
3331	655
3331	656
7334	657
31008	658
3686	659
11621	660
25114	661
21578	662
15523	663
22591	664
8898	665
9510	666
11766	667
2590	668
20019	669
7305	670
3334	671
5014	672
6010	673
4338	674
7627	675
2590	676
9596	677
26080	678
7627	679
3753	680
6767	681
16903	682
2590	683
16915	684
2281	685
1860	686
3317	687
7331	688
5929	689
3753	690
11329	691
6012	692
23869	693
6012	694
1860	695
4338	696
30999	697
17500	698
8975	699
17500	700
3751	701
9114	702
5003	703
9024	704
3751	705
4330	706
9114	707
7334	708
2590	709
5005	710
2824	711
22731	712
3331	713
6010	714
8975	715
6623	716
2611	717
6767	718
9146	719
9146	720
3331	721
3751	722
4338	723
9446	724
1077	725
27110	726
7187	727
9073	728
25016	729
3317	730
7334	731
2011	732
5014	733
6327	734
6327	735
5256	736
104	737
8304	738
31007	739
5041	740
4945	741
22597	742
10146	743
8983	744
14211	745
17207	746
3772	747
2824	748
5256	749
10625	750
11620	751
16654	752
11760	753
3334	754
5257	755
9446	756
4945	757
5005	758
5964	759
9114	760
6020	761
4330	762
2824	763
8983	764
5974	765
16939	766
4338	767
21702	768
11688	769
16654	770
3334	771
10469	772
3443	773
3775	774
11688	775
7237	776
14247	777
3751	778
4330	779
7307	780
4519	781
1936	782
9446	783
3331	784
3331	785
6327	786
9068	787
20015	788
4087	789
17148	790
6011	791
15337	792
7729	793
3334	794
1077	795
1077	796
2171	797
5014	798
1077	799
12418	800
12419	801
8943	802
7662	803
6007	804
3331	805
7729	806
2611	807
5947	808
4519	809
3776	810
1936	811
1077	812
3331	813
2604	814
2824	815
5003	816
5947	817
14246	818
1368	819
17085	820
3334	821
4338	822
9446	823
6327	824
2824	825
4945	826
3751	827
3334	828
6327	829
10623	830
4945	831
2472	832
15913	833
5014	834
5919	835
10624	836
7662	837
4945	838
7662	839
8975	840
3776	841
4945	842
12463	843
15905	844
35697	845
24720	846
15854	847
34014	848
25071	849
3760	850
3751	851
7729	852
2824	853
12267	854
6011	855
2472	856
2472	857
5964	858
5029	859
17128	860
5930	861
5811	862
4338	863
1936	864
3776	865
6007	866
4519	867
1936	868
3775	869
1368	870
3776	871
5257	872
28	873
625	874
28	875
9588	876
3760	877
2611	878
20017	879
12267	880
7202	881
25271	882
1368	883
1077	884
1936	885
1077	886
15904	887
11818	888
3776	889
20387	890
26082	891
26010	892
1936	893
8318	894
12419	895
11673	896
25115	897
10624	898
2824	899
2824	900
2567	901
3334	902
4335	903
25356	904
3751	905
12464	906
6007	907
7729	908
3775	909
11649	910
9082	911
7610	912
2080	913
4330	914
16753	915
15912	916
3775	917
1936	918
11620	919
4087	920
25068	921
25015	922
5041	923
1368	924
4519	925
24175	926
9408	927
11768	928
3331	929
2472	930
12251	931
19962	932
5929	933
4984	934
12464	935
8929	936
15772	937
9146	938
1368	939
3751	940
17245	941
1799	942
1936	943
16753	944
6007	945
12494	946
4519	947
5257	948
1936	949
5565	950
8929	951
15854	952
9408	953
17207	954
2995	955
5258	956
2590	957
22599	958
12251	959
1368	960
2567	961
3775	962
5003	963
3749	964
19964	965
15526	966
16984	967
2472	968
7729	969
3760	970
9588	971
2567	972
3751	973
10600	974
11761	975
1936	976
7610	977
4338	978
7662	979
7305	980
6767	981
1368	982
15526	983
12313	984
1368	985
1368	986
3760	987
21702	988
31138	989
4087	990
31139	991
8304	992
3753	993
3935	994
3334	995
1368	996
369	997
10420	998
1272	999
916	1000
8980	1001
2472	1002
9070	1003
1936	1004
19967	1005
4984	1006
3317	1007
5212	1008
5003	1009
5919	1010
12495	1011
14244	1012
12653	1013
24653	1014
3935	1015
12652	1016
7662	1017
9596	1018
1212	1019
916	1020
1936	1021
2472	1022
3760	1023
3329	1024
12405	1025
1077	1026
5937	1027
11649	1028
7189	1029
2995	1030
5930	1031
1683	1032
12495	1033
1368	1034
23883	1035
1936	1036
1799	1037
2080	1038
25353	1039
2472	1040
1799	1041
1368	1042
5257	1043
2825	1044
9073	1045
16015	1046
5937	1047
2567	1048
5565	1049
15905	1050
1368	1051
2080	1052
6011	1053
3935	1054
1683	1055
3772	1056
12464	1057
7305	1058
2440	1059
2995	1060
1368	1061
12267	1062
11639	1063
5919	1064
7331	1065
5005	1066
20016	1067
10623	1068
12405	1069
10626	1070
5015	1071
17245	1072
9408	1073
2080	1074
15913	1075
1368	1076
12652	1077
15738	1078
1683	1079
1860	1080
17020	1081
5212	1082
7202	1083
4592	1084
1799	1085
14247	1086
12437	1087
1683	1088
2825	1089
3776	1090
9068	1091
2567	1092
17020	1093
369	1094
17085	1095
2825	1096
4519	1097
12653	1098
8318	1099
5947	1100
8929	1101
1936	1102
1077	1103
9587	1104
26081	1105
2825	1106
2824	1107
1799	1108
5937	1109
7254	1110
5919	1111
1683	1112
4519	1113
7305	1114
3935	1115
9070	1116
1936	1117
1683	1118
1727	1119
916	1120
3775	1121
1799	1122
7793	1123
17150	1124
11644	1125
20017	1126
5929	1127
2825	1128
1077	1129
9068	1130
2995	1131
1727	1132
5257	1133
