21	559	6	14.84
3250	2743	4	53.94
5478	109	3	13.06
8	3442	4	12.46
118	180	107	159.42
5973	102	3	7.38
159	1162	4	7.4
887	121	7	7.75
917	744	3	18.35
21	491	6	11.93
118	116	182	73.09
859	211	4	10.98
185	104	118	105.87
1689	146	4	9.62
851	102	15	8.13
118	6290	3	14.09
140	774	6	8.83
171	4539	3	16.69
190	760	19	106.2
256	462	4	7.01
633	1390	3	19.15
4932	3966	3	50.58
229	433	5	7.94
731	1073	3	18.04
322	305	8	19.87
554	2106	5	48.06
118	229	37	20.55
1075	300	3	12.37
345	1657	3	15.49
133	3256	3	12.32
753	372	3	10.45
1081	4219	3	33.67
1306	224	3	10.04
251	901	11	64.35
333	525	3	7.79
5732	137	3	17.07
1299	132	4	7.28
174	2268	4	17.07
135	157	50	22.62
271	121	24	12.88
629	509	3	11.28
522	215	8	25.58
830	101	22	14.3
691	165	6	11
125	811	8	12.28
121	4318	3	10.55
3074	109	4	10.25
180	1754	5	20.01
141	547	18	48.23
1940	130	4	9.08
2913	530	4	39.92
201	189	15	13.77
2016	137	5	15.19
522	146	18	50.93
3471	125	5	25.99
802	269	4	13.81
2330	399	3	20.14
12	227	77	6.78
333	390	4	9
102	1482	10	15.2
174	2164	3	10.73
373	2241	3	18.2
336	1399	3	14.8
141	428	11	12.04
131	2871	3	12.01
125	676	8	8.51
619	295	4	11.62
1355	314	3	13.61
3058	4684	3	42.26
343	311	8	23.62
121	2198	4	8.34
539	266	6	18.52
150	457	13	22.01
1164	329	3	11.9
489	642	11	77.77
428	238	5	9.09
372	221	6	9.27
108	1067	8	9.95
145	1253	4	7.25
196	684	5	11.04
120	263	21	9.45
428	306	4	8.5
254	369	8	19.79
567	297	3	6.67
279	1730	4	23.07
103	3413	4	7
2763	210	3	15.33
428	110	27	39.25
120	212	31	16.19
184	1152	5	15.45
757	178	5	10.11
571	2652	3	23.64
1843	210	3	12.13
957	136	6	9.39
1665	564	4	29.11
3097	117	3	7.41
145	1133	8	24.37
865	181	4	7.72
215	526	6	15.23
186	914	3	6.65
280	14	124	7.84
163	1859	3	7.44
124	2702	5	17.74
698	12	33	55.83
400	216	8	17.64
129	3506	3	9.79
2727	122	3	7.19
642	113	16	30.61
260	156	14	8.21
1128	9	13	32.77
114	482	15	13.21
854	675	4	24.06
165	275	13	16.12
926	693	4	24.89
109	257	38	27.05
383	436	4	11.42
178	1737	3	8.43
125	2534	3	6.64
162	1435	5	14.92
198	1325	5	19.23
135	2953	3	9.04
245	281	8	12.65
736	288	7	34.28
125	2610	4	11.69
2271	335	3	17.76
125	2399	6	25.61
1405	164	4	10.14
245	117	24	10.49
165	131	66	59.65
681	138	7	11.24
3399	2298	4	55.04
1970	21	7	45.81
615	477	4	18.04
9	1573	12	43.9
490	550	10	67.39
187	108	67	46.43
119	2316	4	8.69
2658	110	4	8.52
6106	103	3	8.6
334	1520	6	39.25
131	582	9	10.69
2110	151	3	8.75
109	214	49	38.1
165	201	23	23.65
2446	12	7	8.46
255	851	4	13.3
532	113	23	46.57
102	3717	3	7.38
1024	120	10	23.68
105	535	19	15.1
135	3124	3	9.04
661	183	5	9.69
522	3059	4	36.52
113	5122	3	14.04
104	1911	6	6.66
473	513	3	9.68
463	110	30	60.87
155	212	21	16.61
950	105	10	7.7
1543	905	3	22.76
3034	136	3	9.15
1696	203	4	17.34
1383	110	8	15.69
127	176	54	50.53
4052	117	3	15.24
287	188	42	196.22
658	3337	5	57.38
483	119	19	30.86
155	151	35	16.37
2070	844	3	23.82
1840	122	5	11.99
2155	763	4	34.95
346	1888	3	16.28
502	963	4	22.55
222	473	8	23.38
150	1226	5	12.52
2784	12	6	6.81
117	508	32	102.98
359	927	3	11.76
341	736	4	16.21
639	4793	3	34.42
1038	214	4	12.85
232	156	15	8.62
544	376	6	25.18
155	315	11	8.65
305	711	8	37.61
1491	259	3	11.94
3493	656	3	27.71
1	698	34	293.98
163	1018	4	6.81
238	2087	3	17.23
117	405	25	45.02
155	263	16	13.93
1243	241	3	9.81
166	4687	3	15.96
720	662	3	15.06
463	306	5	14.09
2794	2163	3	34.06
166	2557	3	11.1
145	362	9	6.7
127	217	24	11.6
334	105	33	16.47
126	894	8	13.62
2076	1166	3	26.31
442	164	8	10.14
192	131	65	104.31
142	145	57	33.69
991	176	5	13.55
324	2263	3	17.09
2507	203	4	21.38
2689	110	6	20.54
12	3694	4	7.73
3462	113	3	7.72
112	2345	7	25.25
115	1917	6	14.98
1146	160	5	12.64
121	1776	4	6.64
1248	2338	7	88.69
519	475	4	15.64
162	160	68	119.95
278	230	116	1009.91
268	392	5	10.6
119	3664	3	9.95
121	1700	4	6.64
1189	1453	3	26.76
203	995	4	12.48
304	409	6	17.18
192	335	9	14.91
915	228	3	8.44
209	722	4	9.79
656	324	7	31.68
167	445	7	7.75
1027	263	11	70.31
151	2022	3	8.07
121	1624	6	14.17
103	1071	11	7.92
437	242	8	23.12
181	341	8	8.37
176	1300	5	19.79
904	1006	6	53.39
1978	218	3	12.39
130	3159	3	8.38
633	222	5	13.73
1886	328	3	16.08
293	2796	3	18.07
143	2144	3	6.99
164	3611	4	21.81
247	611	7	26.01
424	1259	3	15.38
127	2918	3	10.26
114	6178	3	13.59
200	1752	3	10.4
948	915	4	30.31
1886	132	6	18.75
3513	134	3	10.37
504	123	10	8.62
283	595	4	10.84
3657	101	5	7.09
127	3097	4	14.94
359	4372	3	25.32
437	101	47	25.3
2167	200	3	12.32
108	3425	3	6.76
856	121	12	25.1
1537	134	5	11.76
164	3439	3	13.46
782	543	4	21.06
5437	112	3	13.3
123	478	10	6.81
776	153	5	6.89
160	1970	3	8.74
214	104	80	65.41
129	888	6	7.98
1229	155	6	16.11
1662	128	4	6.85
1475	813	5	43.45
2521	974	6	70.97
366	4097	4	40.35
181	137	30	8.86
212	1702	4	17.59
336	276	6	13.61
926	3182	4	41.52
5787	1040	3	38.17
640	607	4	20.74
654	220	7	26.33
128	227	24	11.03
288	1019	6	30.02
844	2070	3	23.82
188	381	6	7.07
151	3233	3	15.33
742	1686	5	45.68
274	363	11	36.2
122	645	9	8.75
102	253	59	11.12
1186	399	3	14.63
330	345	4	8.59
110	428	27	39.25
12	1389	15	29
1234	697	3	19.6
374	604	3	9.07
2	339	9	21.93
12	1561	13	25.13
128	114	140	42.98
110	472	47	158.11
563	2741	4	36.02
1647	107	7	18.41
624	481	3	11.4
109	3781	3	6.81
837	141	5	7.41
264	150	15	9.47
2	143	38	71.8
121	3479	3	14.87
102	157	236	139.22
1296	8	9	18.56
340	2685	4	29.36
729	112	12	15.52
1468	182	5	20.45
161	1218	4	8.51
5680	185	3	22.72
5574	744	3	35.79
821	974	4	28.43
1807	974	4	37.24
376	4786	3	29.89
110	547	19	26.74
161	1142	4	8.1
1387	1	10	65.87
247	1071	5	21.78
477	397	3	8.42
17	305	16	31.22
617	672	4	21.34
504	370	4	12.96
1265	2218	4	44.83
103	663	16	8.67
